INDE,IDA,IEG,IAA,IPS,IPP,IAN,IPV,year,perception_gap,behavioral_score,relative_performance,risk_gap
8.307780333333334,8.0,9.9,9.58335,7.5,8.749999999999998,5.0,8.222226666666668,2020,1.5833499999999994,8.7,1.3652458611317027,1
6.6788913333333335,2.5,7.7,10.00002,4.375,6.458333333333333,10.0,7.77778,2020,7.500019999999999,6.0375,-4.134754138868297,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.131388333333334,8.333333333333334,9.4,6.24999,7.5,8.541666666666666,10.0,6.777780000000001,2020,-2.0833433333333335,8.45,1.6985791944650366,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.460002,7.25,8.3,8.000020000000001,7.5,7.5,5.0,7.75,2020,0.750020000000001,7.9,0.6152458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.805209,7.0,7.5,7.5,7.5,7.96875,10.0,8.04167,2020,0.5,7.5,0.36524586113170265,0
6.218335,0.0,6.8,9.000020000000001,7.5,6.25,10.0,7.916665,2020,9.000020000000001,7.15,-6.634754138868297,0
6.631252,10.0,1.0,8.500020000000001,7.5,7.8125,5.0,7.75,2020,-1.499979999999999,4.25,3.3652458611317027,1
6.966669,0.0,10.0,9.50002,7.5,7.5,10.0,7.583335,2020,9.50002,8.75,-6.634754138868297,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.955835,10.0,9.8,9.50002,7.5,8.125,10.0,7.416665,2020,-0.49998000000000076,8.65,3.3652458611317027,0
8.181112666666667,7.0,8.6,10.00002,6.25,7.916666666666668,10.0,8.22222,2020,3.0000199999999992,7.425,0.36524586113170265,0
8.696667999999999,8.2,10.0,9.16668,7.5,0.0,10.0,0.0,2020,0.9666800000000002,8.75,1.565245861131702,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.878125166666666,6.333333333333333,9.0,0.0,7.5,8.28125,5.0,8.666667499999999,2020,-6.333333333333333,8.25,-0.3014208055349643,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.311667166666667,5.833333333333333,7.1,8.33334,6.25,7.5,10.0,7.5833325,2020,2.5000066666666667,6.675,-0.8014208055349643,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.563055666666668,6.0,3.6,8.75001,7.5,7.291666666666667,10.0,6.444439999999998,2020,2.7500099999999996,5.55,-0.6347541388682973,0
7.679582333333333,6.666666666666667,9.7,7.5,6.875,8.4375,5.0,8.124995,2020,0.833333333333333,8.2875,0.031912527798369617,1
5.604168666666667,0.0,6.5,9.000020000000001,7.5,6.875,5.0,7.333333333333333,2020,9.000020000000001,7.0,-6.634754138868297,1
6.330001333333334,3.5,6.9,7.916679999999999,7.5,7.083333333333333,5.0,7.5,2020,4.416679999999999,7.2,-3.1347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
5.988752,0.0,7.6,9.000020000000001,7.5,7.1875,5.0,8.0,2020,9.000020000000001,7.55,-6.634754138868297,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.550001,9.5,10.0,8.500020000000001,5.0,2.5,5.0,7.749995,2020,-0.999979999999999,7.5,2.8652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
9.687504,9.0,10.0,10.00002,10.0,9.375,10.0,9.75001,2020,1.0000199999999992,10.0,2.3652458611317027,0
8.958334,10.0,10.0,8.91668,10.0,7.5,10.0,6.58333,2020,-1.0833200000000005,10.0,3.3652458611317027,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.352085,5.5,9.0,9.50002,7.5,7.1875,5.0,7.666665,2020,4.000019999999999,8.25,-1.1347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.499723333333334,0.0,9.2,6.91668,7.5,7.291666666666667,10.0,7.444443333333333,2020,6.91668,8.35,-6.634754138868297,0
7.386391000000001,6.0,8.8,5.41667,7.5,8.125,5.0,9.11112,2020,-0.5833300000000001,8.15,-0.6347541388682973,1
7.954169,8.5,10.0,8.500020000000001,7.5,6.875,5.0,7.333335,2020,2.0000000001019203e-05,8.75,1.8652458611317027,1
8.155003333333333,5.333333333333333,9.4,9.16668,5.625,8.958333333333332,10.0,9.166676666666666,2020,3.8333466666666665,7.5125,-1.3014208055349643,0
8.750001000000001,8.5,10.0,9.000020000000001,10.0,7.5,10.0,6.999995,2020,0.500020000000001,10.0,1.8652458611317027,0
7.263334,10.0,9.9,9.50002,2.5,2.5,5.0,6.66666,2020,-0.49998000000000076,6.2,3.3652458611317027,1
5.688333833333334,3.6666666666666665,4.9,8.33334,7.5,7.5,5.0,5.7083325,2020,4.666673333333334,6.2,-2.968087472201631,1
8.188612666666666,6.666666666666667,9.2,8.33334,5.625,8.749999999999998,10.0,8.722226666666666,2020,1.6666733333333328,7.4125,0.031912527798369617,0
9.04042,9.5,9.4,10.00002,7.5,5.9375,10.0,9.58334,2020,0.5000199999999992,8.45,2.8652458611317027,0
7.937502,7.5,10.0,10.00002,7.5,6.875,5.0,7.5,2020,2.5000199999999992,8.75,0.8652458611317027,1
7.073542833333333,7.666666666666667,5.8,8.33334,7.5,7.96875,5.0,7.5000025,2020,0.6666733333333328,6.65,1.0319125277983696,1
6.846668,4.5,6.4,9.000020000000001,6.875,5.625,10.0,7.58333,2020,4.500020000000001,6.6375,-2.1347541388682973,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.7552085,4.0,6.0,7.08333,7.5,7.96875,10.0,7.5000025,2020,3.08333,6.75,-2.6347541388682973,0
7.336876333333333,6.666666666666667,8.2,9.58335,7.5,7.96875,5.0,6.791665,2020,2.9166833333333324,7.85,0.031912527798369617,1
6.432500999999999,3.0,6.1,9.16668,6.875,7.5,5.0,8.791664999999998,2020,6.1666799999999995,6.4875,-3.6347541388682973,1
7.393752,6.0,8.0,9.50002,7.5,8.4375,5.0,7.75,2020,3.5000199999999992,7.75,-0.6347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.908335000000001,7.5,6.5,9.000020000000001,4.375,6.875,5.0,7.916665,2020,1.500020000000001,5.4375,0.8652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.966668666666667,7.0,8.5,8.000020000000001,7.5,7.5,10.0,7.833333333333333,2020,1.000020000000001,8.0,0.36524586113170265,0
8.597919000000001,8.5,10.0,9.000020000000001,7.5,7.8125,10.0,7.333335,2020,0.500020000000001,8.75,1.8652458611317027,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.516877,8.0,9.6,9.16668,7.5,7.96875,10.0,7.66667,2020,1.1666799999999995,8.55,1.3652458611317027,0
8.450002,10.0,10.0,9.50002,7.5,7.5,5.0,7.5,2020,-0.49998000000000076,8.75,3.3652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.8535425,4.5,7.7,7.91667,7.5,7.96875,5.0,7.8750025,2020,3.41667,7.6,-2.1347541388682973,1
6.448887666666667,5.333333333333333,6.8,7.91667,4.375,7.708333333333334,5.0,7.611103333333333,2020,2.583336666666667,5.5875,-1.3014208055349643,1
7.693335000000001,7.5,8.8,8.500020000000001,7.5,7.5,5.0,7.916665,2020,1.000020000000001,8.15,0.8652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
5.331389333333334,5.166666666666667,1.9,9.16668,6.875,7.916666666666667,5.0,5.111106666666666,2020,4.0000133333333325,4.3875,-1.4680874722016304,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.032085,9.5,8.9,8.000020000000001,7.5,7.1875,5.0,7.916665,2020,-1.499979999999999,8.2,2.8652458611317027,1
8.342085,10.0,7.7,8.500020000000001,7.5,7.1875,10.0,7.416665,2020,-1.499979999999999,7.6,3.3652458611317027,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.895835000000001,9.5,10.0,9.000020000000001,8.125,2.5,5.0,7.666665,2020,-0.499979999999999,9.0625,2.8652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.187502,5.0,9.0,9.000020000000001,7.5,7.708333333333334,5.0,7.333333333333333,2020,4.000020000000001,8.25,-1.6347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
5.854169000000001,5.5,10.0,7.416679999999999,5.625,2.5,5.0,3.500005,2020,1.9166799999999986,7.8125,-1.1347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.344792,6.0,6.5,8.75001,7.5,8.28125,10.0,6.95833,2020,2.7500099999999996,7.0,-0.6347541388682973,0
8.428752,10.0,9.8,10.00002,7.5,7.1875,5.0,7.5,2020,1.9999999999242846e-05,8.65,3.3652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.798752,6.5,8.4,9.000020000000001,7.5,7.1875,10.0,7.25,2020,2.500020000000001,7.95,-0.13475413886829735,0
4.643056,2.0,4.0,7.5,4.375,6.666666666666667,5.0,5.444446666666667,2020,5.5,4.1875,-4.634754138868297,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.105834000000001,4.333333333333333,5.8,9.16668,7.5,8.125,5.0,5.499996666666667,2020,4.8333466666666665,6.65,-2.3014208055349643,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.345001166666666,7.333333333333333,9.1,7.91667,7.5,7.5,10.0,8.8333375,2020,0.5833366666666668,8.3,0.6985791944650357,0
6.385835333333334,0.0,7.2,10.00002,7.5,7.291666666666667,10.0,7.333333333333333,2020,10.00002,7.35,-6.634754138868297,0
5.934724000000001,0.0,8.0,9.000020000000001,7.5,7.291666666666667,5.0,7.277776666666666,2020,9.000020000000001,7.75,-6.634754138868297,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.131667,3.0,8.7,7.5,5.625,8.125,10.0,8.333335,2020,4.5,7.1625,-3.6347541388682973,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.238891333333333,7.5,9.5,9.50002,7.5,9.166666666666666,5.0,8.611113333333334,2020,2.0000199999999992,8.5,0.8652458611317027,1
7.963542166666667,6.333333333333333,9.0,6.24999,7.5,7.96875,10.0,8.6250075,2020,-0.08334333333333266,8.25,-0.3014208055349643,0
8.167711833333334,4.666666666666667,9.0,10.00002,7.5,8.59375,10.0,9.1250075,2020,5.333353333333332,8.25,-1.9680874722016304,0
5.884585,0.0,7.1,8.500020000000001,7.5,7.8125,5.0,7.916665,2020,8.500020000000001,7.3,-6.634754138868297,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.110556666666668,5.0,8.9,7.916679999999999,7.5,6.666666666666667,5.0,8.11111,2020,2.9166799999999986,8.2,-1.6347541388682973,1
7.177224000000001,6.75,6.4,9.50002,7.5,7.916666666666668,5.0,7.777776666666667,2020,2.7500199999999992,6.95,0.11524586113170265,1
6.064722,5.0,5.9,9.16668,3.75,7.708333333333334,5.0,6.611103333333333,2020,4.1666799999999995,4.825,-1.6347541388682973,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
4.478057333333334,0.0,2.3,8.000020000000001,5.0,7.291666666666667,5.0,7.444443333333333,2020,8.000020000000001,3.65,-6.634754138868297,1
8.891667,9.0,10.0,7.91667,7.5,0.0,10.0,0.0,2020,-1.0833300000000001,8.75,2.3652458611317027,0
7.953752000000001,8.5,8.8,8.500020000000001,7.5,8.4375,5.0,7.75,2020,2.0000000001019203e-05,8.15,1.8652458611317027,1
6.440002,6.25,8.2,7.50002,5.0,2.5,5.0,7.75,2020,1.2500200000000001,6.6,-0.38475413886829735,1
7.708752,7.5,8.7,9.50002,7.5,7.1875,5.0,7.75,2020,2.0000199999999992,8.1,0.8652458611317027,1
8.431252,10.0,10.0,9.000020000000001,7.5,7.8125,5.0,7.5,2020,-0.999979999999999,8.75,3.3652458611317027,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.082224,8.5,8.8,10.00002,7.5,7.5,5.0,8.11111,2020,1.5000199999999992,8.15,1.8652458611317027,1
7.800001000000001,10.0,10.0,9.000020000000001,5.0,2.5,10.0,5.749995,2020,-0.999979999999999,7.5,3.3652458611317027,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
3.7383341666666654,2.833333333333333,0.9,7.91667,3.125,5.625,5.0,4.1250025,2020,5.083336666666667,2.0125,-3.8014208055349643,1
7.921668,7.2,10.0,9.16668,5.625,0.0,10.0,0.0,2020,1.9666799999999993,7.8125,0.5652458611317028,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.862503,10.0,10.0,9.000020000000001,8.125,2.5,5.0,7.000005,2020,-0.999979999999999,9.0625,3.3652458611317027,1
8.257224,7.5,8.3,10.00002,7.5,7.916666666666668,10.0,7.777776666666667,2020,2.5000199999999992,7.9,0.8652458611317027,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
6.314166333333334,5.666666666666667,5.8,8.75001,7.5,8.125,2.5,6.66666,2020,3.0833433333333327,6.65,-0.9680874722016304,1
6.41389,0.0,8.0,8.500020000000001,7.5,7.916666666666667,10.0,7.111106666666665,2020,8.500020000000001,7.75,-6.634754138868297,0
7.744167,9.0,4.7,7.08333,7.5,8.125,10.0,8.66667,2020,-1.9166699999999999,6.1,2.3652458611317027,0
7.2558353333333345,8.0,8.3,8.000020000000001,5.0,7.291666666666667,5.0,7.333333333333333,2020,2.0000000001019203e-05,6.65,1.3652458611317027,1
8.733751333333334,7.666666666666667,9.2,8.33334,6.875,9.0625,10.0,9.666670000000002,2020,0.6666733333333328,8.0375,1.0319125277983696,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
4.854723333333333,0.0,5.1,7.416679999999999,5.0,6.041666666666666,5.0,7.444443333333333,2020,7.416679999999999,5.05,-6.634754138868297,1
8.539168666666667,7.0,9.8,10.00002,5.0,8.125,10.0,9.333333333333332,2020,3.0000199999999992,7.4,0.36524586113170265,0
7.1214596666666665,6.333333333333333,8.3,8.33334,6.875,7.65625,5.0,7.04167,2020,2.0000066666666667,7.5875,-0.3014208055349643,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
8.832500666666666,8.666666666666666,9.6,8.33334,7.5,8.958333333333332,10.0,8.5,2020,-0.3333266666666663,8.55,2.0319125277983687,0
5.518958,4.5,6.1,0.0,5.625,5.78125,10.0,6.291665,2020,-4.5,5.8625,-2.1347541388682973,0
6.658610666666666,7.666666666666667,4.8,6.25,7.5,8.125,5.0,7.388886666666666,2020,-1.416666666666667,6.15,1.0319125277983696,1
7.355834833333334,5.666666666666667,5.8,7.91667,7.5,8.125,10.0,8.5416725,2020,2.250003333333333,6.65,-0.9680874722016304,0
7.718541500000001,8.0,9.4,7.08333,7.5,7.96875,5.0,7.4166675,2020,-0.9166699999999999,8.45,1.3652458611317027,1
3.7799986666666663,0.0,2.9,0.0,6.875,6.458333333333334,5.0,6.833326666666666,2020,0.0,4.8875,-6.634754138868297,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
5.2162495,2.0,4.3,0.0,7.5,7.8125,10.0,7.1249975,2020,-2.0,5.9,-4.634754138868297,0
7.580834333333334,7.0,8.5,8.75001,7.5,7.5,5.0,7.583335,2020,1.7500099999999996,8.0,0.36524586113170265,1
7.842502,5.0,9.4,9.000020000000001,7.5,8.125,10.0,7.5,2020,4.000020000000001,8.45,-1.6347541388682973,0
